article_positive,article_neutral,article_negative,para_positive,para_neutral,para_negative,sentence_positive,sentence_neutral,sentence_negative,type,text_segment,segment_id,BART_three,BART_five
,,,,,,0.24614566564559937,0.2232913374900818,0.5305629968643188,sentence_text,Mr Blair has now almost given up talking about the third way.,A10-P5-S4,Negative,Negative
,,,,,,0.384136825799942,0.23741547763347626,0.37844768166542053,sentence_text,"In a recent interview in Prospect, a British magazine, he was reduced to claiming that ""in parts of Latin America [the third way] is seen as a ground-breaking moment.""",A10-P5-S5,Positive,Positive
,,,,,,0.2755695581436157,0.2817676365375519,0.4426628351211548,sentence_text,(They speak of little else in the queues outside Argentina's banks.),A10-P5-S6,Negative,Negative
,,,0.3299444317817688,0.1458326280117035,0.5242229104042053,,,,para_text,"But while a welfarist consensus may still hold sway across the European Union, consensus politics are fraying around the edges in other ways. The most striking recent trend has been the rise of populist parties openly hostile to immigration. When Austria's People's Party became the first such party to join a governing coalition, there was outrage across the EU. But the rise of politicians making similar appeals elsewhere in other EU countries has muted the outcry. The Pim Fortuyn list in the Netherlands and Umberto Bossi's Northern League in Italy have both joined governing coalitions after campaigns that highlighted the supposedly bad effects of immigration. The new centre-right Danish government relies on the votes of an anti-immigration party. As Bertel Haarder, Denmark's immigration minister, points out, there may be a connection between addiction to welfarism and hostility to immigrants. Partly because of high minimum wages and welfare benefits, there are very few jobs for unskilled immigrants: around 60% of them in Denmark have no job. So they are easily stigmatised as free-loading parasites.",A10-P6,Negative,Negative
,,,,,,0.4077018201351166,0.2184678465127945,0.37383031845092773,sentence_text,"But while a welfarist consensus may still hold sway across the European Union, consensus politics are fraying around the edges in other ways.",A10-P6-S0,Positive,Positive
,,,,,,0.08440405130386353,0.05464087426662445,0.8609550595283508,sentence_text,The most striking recent trend has been the rise of populist parties openly hostile to immigration.,A10-P6-S1,Negative,Very negative
,,,,,,0.09758122265338898,0.07319964468479156,0.8292191624641418,sentence_text,"When Austria's People's Party became the first such party to join a governing coalition, there was outrage across the EU.",A10-P6-S2,Negative,Very negative
,,,,,,0.24617579579353333,0.1744210124015808,0.5794032216072083,sentence_text,But the rise of politicians making similar appeals elsewhere in other EU countries has muted the outcry.,A10-P6-S3,Negative,Negative
,,,,,,0.05852164700627327,0.0703931674361229,0.8710851669311523,sentence_text,The Pim Fortuyn list in the Netherlands and Umberto Bossi's Northern League in Italy have both joined governing coalitions after campaigns that highlighted the supposedly bad effects of immigration.,A10-P6-S4,Negative,Very negative
,,,,,,0.20180945098400116,0.10663400590419769,0.6915565133094788,sentence_text,The new centre-right Danish government relies on the votes of an anti-immigration party.,A10-P6-S5,Negative,Very negative
,,,,,,0.1308050900697708,0.14977867901325226,0.7194162607192993,sentence_text,"As Bertel Haarder, Denmark's immigration minister, points out, there may be a connection between addiction to welfarism and hostility to immigrants.",A10-P6-S6,Negative,Very negative
,,,,,,0.2514203190803528,0.17093047499656677,0.5776492357254028,sentence_text,"Partly because of high minimum wages and welfare benefits, there are very few jobs for unskilled immigrants: around 60% of them in Denmark have no job.",A10-P6-S7,Negative,Negative
,,,,,,0.019868088886141777,0.025167929008603096,0.9549639821052551,sentence_text,So they are easily stigmatised as free-loading parasites.,A10-P6-S8,Negative,Very negative
,,,0.08561325073242188,0.056369598954916,0.858017086982727,,,,para_text,"Mainstream politicians have reacted in different ways to the rise of anti-immigration parties. In France the National Front's Jean-Marie Le Pen won close to 20% of the votes in the presidential election but remains firmly beyond the pale. The new French government has nonetheless begun to toughen both rhetoric and actions against illegal immigrants. All across the EU, asylum-seekers are getting a frostier welcome.",A10-P7,Negative,Very negative
,,,,,,0.08249117434024811,0.06816954910755157,0.8493393063545227,sentence_text,Mainstream politicians have reacted in different ways to the rise of anti-immigration parties.,A10-P7-S0,Negative,Very negative
,,,,,,0.07803557813167572,0.033242616802453995,0.8887218236923218,sentence_text,In France the National Front's Jean-Marie Le Pen won close to 20% of the votes in the presidential election but remains firmly beyond the pale.,A10-P7-S1,Negative,Very negative
,,,,,,0.21407067775726318,0.06870343536138535,0.7172258496284485,sentence_text,The new French government has nonetheless begun to toughen both rhetoric and actions against illegal immigrants.,A10-P7-S2,Negative,Very negative
,,,,,,0.042802248150110245,0.061966847628355026,0.8952308893203735,sentence_text,"All across the EU, asylum-seekers are getting a frostier welcome.",A10-P7-S3,Negative,Very negative
,,,0.011096758767962456,0.012325769290328026,0.9765774607658386,,,,para_text,"Vox populi, a pox on civility?",A10-P8,Negative,Very negative
,,,,,,0.011096758767962456,0.012325769290328026,0.9765774607658386,sentence_text,"Vox populi, a pox on civility?",A10-P8-S0,Negative,Very negative
,,,0.11262785643339157,0.07672471553087234,0.8106474280357361,,,,para_text,"The rise of anti-immigration populists has demonstrated the political potential of voicing sentiments often heard in the street but rarely in parliamentary chambers. Mr Schroder's campaign was a variation on this theme. Struggling in the polls, he decided to express the anti-Americanism that is a strong current of public opinion in Germany and the rest of the EU. Warning against ""adventures"" in Iraq and carping at the American economic model was just a mild version of commonplace feelings. Mr Schroder's supporters took the hint--and helped him cling on to power. However, as with the immigration debate elsewhere in Europe, once a political taboo is broken it is hard to control the consequences. German relations with America have nose-dived. And new and queasy-making sentiments are popping out of the closet at home, such as the ill-fated comparison between George Bush and Hitler allegedly made by Mr Schroder's justice minister. Sometimes taboos are there for a reason.",A10-P9,Negative,Very negative
,,,,,,0.12994161248207092,0.0880669578909874,0.7819914221763611,sentence_text,The rise of anti-immigration populists has demonstrated the political potential of voicing sentiments often heard in the street but rarely in parliamentary chambers.,A10-P9-S0,Negative,Very negative
,,,,,,0.398095041513443,0.21843524277210236,0.38346970081329346,sentence_text,Mr Schroder's campaign was a variation on this theme.,A10-P9-S1,Positive,Positive
,,,,,,0.028450146317481995,0.019240595400333405,0.952309250831604,sentence_text,"Struggling in the polls, he decided to express the anti-Americanism that is a strong current of public opinion in Germany and the rest of the EU.",A10-P9-S2,Negative,Very negative
,,,,,,0.03249470144510269,0.08113421499729156,0.8863710761070251,sentence_text,"Warning against ""adventures"" in Iraq and carping at the American economic model was just a mild version of commonplace feelings.",A10-P9-S3,Negative,Very negative
,,,,,,0.5043906569480896,0.11241649836301804,0.38319283723831177,sentence_text,Mr Schroder's supporters took the hint--and helped him cling on to power.,A10-P9-S4,Positive,Positive
,,,,,,0.06805694848299026,0.1199936494231224,0.8119494318962097,sentence_text,"However, as with the immigration debate elsewhere in Europe, once a political taboo is broken it is hard to control the consequences.",A10-P9-S5,Negative,Very negative
,,,,,,0.0064121633768081665,0.009247863665223122,0.9843399524688721,sentence_text,German relations with America have nose-dived.,A10-P9-S6,Negative,Very negative
,,,,,,0.04105938971042633,0.06206391379237175,0.8968766331672668,sentence_text,"And new and queasy-making sentiments are popping out of the closet at home, such as the ill-fated comparison between George Bush and Hitler allegedly made by Mr Schroder's justice minister.",A10-P9-S7,Negative,Very negative
,,,,,,0.17669808864593506,0.2761877477169037,0.5471141338348389,sentence_text,Sometimes taboos are there for a reason.,A10-P9-S8,Negative,Negative
0.2472892701625824,0.31500911712646484,0.43770167231559753,,,,,,,text,"Both for good and for ill, India's prime minister is hard at work
Last year Pratap Bhanu Mehta, the most Olympian of India's public intellectuals, infuriated many of his compatriots. Instead of lauding the audacity of a government that had just imposed direct rule on Jammu and Kashmir, India's most troubled state and its sole Muslim-majority one, Mr Mehta issued a warning. We should not cheer the ""Indianisation"" of Kashmir, he said, but rather fear a creeping ""Kashmirisation"" of India. The focus should not be on what Narendra Modi, the prime minister, wanted Indians to see: an assertion of national (read Hindu majoritarian) will and an end to decades of flaccid ambiguity over the territory, which is claimed by Pakistan. Rather, argued Mr Mehta, it should be on what was meant to remain unseen in Kashmir: the failure of the world's biggest democracy to respect its most basic constitutional responsibility, to seek the consent of the governed.
In his first term, before his thumping re-election last year, Mr Modi often reflected such dualities. He could speak of unity while practising the politics of division, or talk of freeing markets while entrenching the power of the state, or publicly champion the little man while privately pandering to mighty plutocrats. Now well into his second term, the prime minister seems not only to have kept his Janus face, but to have sprouted the extra arms of a Hindu deity.
In a few short weeks his government has pushed through an impressive stack of laws. Tackling issues that have for decades been cobwebbed by political point-scoring, it has among other things taken bold steps to free farming from state control, untangle stifling labour rules, revise public education and reform the bureaucracy. The new regulations on labour, for instance, collapse 44 laws into four simplified national codes.
The moves are understandably controversial. They take a sledgehammer to chunks of the patriarchal socialist state, erected in the early decades of India's independence, that had escaped earlier bouts of liberalisation. Mr Modi's numerous and noisy acolytes are proclaiming a great moment of transition. Even critics of his government concede that, whether or not the specific laws are well-considered, Mr Modi has at least shaken trees that needed shaking and at last shown the mettle to do what he had promised, but failed to deliver, in his first term.
Yet all this welcome vigour in the foreground cannot completely disguise what happens in the background. Just as with one arm Mr Modi unshackles India's economy, with another he is quashing hardwon freedoms. His government used not only its bigger numbers, but petty rules, a highly dubious voice-vote and an opposition walk-out to ram more than two dozen laws through parliament in a single week.
Away from parliament, too, the Modi government's disdain for due process grows ever more striking. To a degree unprecedented even in India's murky politics, it has turned ostensibly impartial agencies of the state, such as the police, into blunt instruments of executive power. And in their zeal to promote a glowing narrative, the prime minister's supporters go to bizarre lengths to mute or discredit contrary views. This is not just a matter of critics facing bogus lawsuits or tax demands. During one recent media frenzy, an army of sycophantic television anchors and online trolls screamed murder after a Bollywood actor's tragic suicide, just to besmirch a political party that opposes Mr Modi's.
Behind all the noise, what such antics reveal is an increasingly pronounced aspect of the Modi era that residents of Kashmir, in particular, are all too familiar with: hypocrisy. Consider foreign funding. Citing national security and the need for accountability, the Modi government has selectively throttled donations to groups it does not like. Over six years some 15,000 ngos have been forced to shut, the latest being the Indian office of Amnesty International, a humanrights defender. Yet with another hand, Mr Modi pulls a veil over political funding, as well as over the personal ""emergency"" fund for the prime minister that was set up during the pandemic.
Whatever he is doing with all his other hands, Mr Modi is always sure to keep one free for waving at crowds. In ""liberated"" Kashmir last year, cameras caught him on a ship on Lake Dal, standing erect like an admiral of the fleet. More recently he was pictured at the opening of a road tunnel high in the Himalayas, standing aboard a jeep, again waving. But a closer view of both scenes revealed something else. There were no crowds, only security men.",A11,Negative,Negative
,,,0.3207262456417084,0.1880066990852356,0.49126699566841125,,,,para_text,"Both for good and for ill, India's prime minister is hard at work",A11-P0,Negative,Negative
,,,,,,0.3207262456417084,0.1880066990852356,0.49126699566841125,sentence_text,"Both for good and for ill, India's prime minister is hard at work",A11-P0-S0,Negative,Negative
,,,0.10742883384227753,0.18258187174797058,0.7099893093109131,,,,para_text,"Last year Pratap Bhanu Mehta, the most Olympian of India's public intellectuals, infuriated many of his compatriots. Instead of lauding the audacity of a government that had just imposed direct rule on Jammu and Kashmir, India's most troubled state and its sole Muslim-majority one, Mr Mehta issued a warning. We should not cheer the ""Indianisation"" of Kashmir, he said, but rather fear a creeping ""Kashmirisation"" of India. The focus should not be on what Narendra Modi, the prime minister, wanted Indians to see: an assertion of national (read Hindu majoritarian) will and an end to decades of flaccid ambiguity over the territory, which is claimed by Pakistan. Rather, argued Mr Mehta, it should be on what was meant to remain unseen in Kashmir: the failure of the world's biggest democracy to respect its most basic constitutional responsibility, to seek the consent of the governed.",A11-P1,Negative,Very negative
,,,,,,0.3259890377521515,0.16452021896839142,0.5094907879829407,sentence_text,"Last year Pratap Bhanu Mehta, the most Olympian of India's public intellectuals, infuriated many of his compatriots.",A11-P1-S0,Negative,Negative
,,,,,,0.081057108938694,0.13400018215179443,0.7849426865577698,sentence_text,"Instead of lauding the audacity of a government that had just imposed direct rule on Jammu and Kashmir, India's most troubled state and its sole Muslim-majority one, Mr Mehta issued a warning.",A11-P1-S1,Negative,Very negative
,,,,,,0.0665733814239502,0.16145385801792145,0.7719727158546448,sentence_text,"We should not cheer the ""Indianisation"" of Kashmir, he said, but rather fear a creeping ""Kashmirisation"" of India.",A11-P1-S2,Negative,Very negative
,,,,,,0.1358637511730194,0.1512036919593811,0.7129325270652771,sentence_text,"The focus should not be on what Narendra Modi, the prime minister, wanted Indians to see: an assertion of national (read Hindu majoritarian) will and an end to decades of flaccid ambiguity over the territory, which is claimed by Pakistan.",A11-P1-S3,Negative,Very negative
,,,,,,0.23754702508449554,0.2196863293647766,0.5427666306495667,sentence_text,"Rather, argued Mr Mehta, it should be on what was meant to remain unseen in Kashmir: the failure of the world's biggest democracy to respect its most basic constitutional responsibility, to seek the consent of the governed.",A11-P1-S4,Negative,Negative
,,,0.15100231766700745,0.24148744344711304,0.6075102090835571,,,,para_text,"In his first term, before his thumping re-election last year, Mr Modi often reflected such dualities. He could speak of unity while practising the politics of division, or talk of freeing markets while entrenching the power of the state, or publicly champion the little man while privately pandering to mighty plutocrats. Now well into his second term, the prime minister seems not only to have kept his Janus face, but to have sprouted the extra arms of a Hindu deity.",A11-P2,Negative,Negative
,,,,,,0.1977054923772812,0.17011326551437378,0.6321811676025391,sentence_text,"In his first term, before his thumping re-election last year, Mr Modi often reflected such dualities.",A11-P2-S0,Negative,Negative
,,,,,,0.1243467926979065,0.25056907534599304,0.6250841617584229,sentence_text,"He could speak of unity while practising the politics of division, or talk of freeing markets while entrenching the power of the state, or publicly champion the little man while privately pandering to mighty plutocrats.",A11-P2-S1,Negative,Negative
,,,,,,0.4215778112411499,0.13493210077285767,0.44349008798599243,sentence_text,"Now well into his second term, the prime minister seems not only to have kept his Janus face, but to have sprouted the extra arms of a Hindu deity.",A11-P2-S2,Negative,Negative
,,,0.6812184453010559,0.18376082181930542,0.13502071797847748,,,,para_text,"In a few short weeks his government has pushed through an impressive stack of laws. Tackling issues that have for decades been cobwebbed by political point-scoring, it has among other things taken bold steps to free farming from state control, untangle stifling labour rules, revise public education and reform the bureaucracy. The new regulations on labour, for instance, collapse 44 laws into four simplified national codes.",A11-P3,Positive,Very positive
,,,,,,0.5356746315956116,0.23117423057556152,0.23315118253231049,sentence_text,In a few short weeks his government has pushed through an impressive stack of laws.,A11-P3-S0,Positive,Positive
,,,,,,0.8621087670326233,0.07253406196832657,0.06535712629556656,sentence_text,"Tackling issues that have for decades been cobwebbed by political point-scoring, it has among other things taken bold steps to free farming from state control, untangle stifling labour rules, revise public education and reform the bureaucracy.",A11-P3-S1,Positive,Very positive
,,,,,,0.3892071843147278,0.26596856117248535,0.34482428431510925,sentence_text,"The new regulations on labour, for instance, collapse 44 laws into four simplified national codes.",A11-P3-S2,Positive,Positive
,,,0.5272849798202515,0.0947427749633789,0.37797221541404724,,,,para_text,"The moves are understandably controversial. They take a sledgehammer to chunks of the patriarchal socialist state, erected in the early decades of India's independence, that had escaped earlier bouts of liberalisation. Mr Modi's numerous and noisy acolytes are proclaiming a great moment of transition. Even critics of his government concede that, whether or not the specific laws are well-considered, Mr Modi has at least shaken trees that needed shaking and at last shown the mettle to do what he had promised, but failed to deliver, in his first term.",A11-P4,Positive,Positive
,,,,,,0.06214163079857826,0.05908054858446121,0.8787778615951538,sentence_text,The moves are understandably controversial.,A11-P4-S0,Negative,Very negative
,,,,,,0.22356876730918884,0.10593675822019577,0.6704944372177124,sentence_text,"They take a sledgehammer to chunks of the patriarchal socialist state, erected in the early decades of India's independence, that had escaped earlier bouts of liberalisation.",A11-P4-S1,Negative,Very negative
,,,,,,0.9365360736846924,0.03349680081009865,0.02996719628572464,sentence_text,Mr Modi's numerous and noisy acolytes are proclaiming a great moment of transition.,A11-P4-S2,Positive,Very positive
,,,,,,0.8145736455917358,0.09350399672985077,0.09192235767841339,sentence_text,"Even critics of his government concede that, whether or not the specific laws are well-considered, Mr Modi has at least shaken trees that needed shaking and at last shown the mettle to do what he had promised, but failed to deliver, in his first term.",A11-P4-S3,Positive,Very positive
,,,0.4239940047264099,0.10052640736103058,0.4754795432090759,,,,para_text,"Yet all this welcome vigour in the foreground cannot completely disguise what happens in the background. Just as with one arm Mr Modi unshackles India's economy, with another he is quashing hardwon freedoms. His government used not only its bigger numbers, but petty rules, a highly dubious voice-vote and an opposition walk-out to ram more than two dozen laws through parliament in a single week.",A11-P5,Negative,Negative
,,,,,,0.47118157148361206,0.2162473201751709,0.31257107853889465,sentence_text,Yet all this welcome vigour in the foreground cannot completely disguise what happens in the background.,A11-P5-S0,Positive,Positive
,,,,,,0.11162321269512177,0.13129784166812897,0.7570789456367493,sentence_text,"Just as with one arm Mr Modi unshackles India's economy, with another he is quashing hardwon freedoms.",A11-P5-S1,Negative,Very negative
,,,,,,0.37707266211509705,0.141000434756279,0.48192688822746277,sentence_text,"His government used not only its bigger numbers, but petty rules, a highly dubious voice-vote and an opposition walk-out to ram more than two dozen laws through parliament in a single week.",A11-P5-S2,Negative,Negative
,,,0.2908896803855896,0.13118770718574524,0.5779226422309875,,,,para_text,"Away from parliament, too, the Modi government's disdain for due process grows ever more striking. To a degree unprecedented even in India's murky politics, it has turned ostensibly impartial agencies of the state, such as the police, into blunt instruments of executive power. And in their zeal to promote a glowing narrative, the prime minister's supporters go to bizarre lengths to mute or discredit contrary views. This is not just a matter of critics facing bogus lawsuits or tax demands. During one recent media frenzy, an army of sycophantic television anchors and online trolls screamed murder after a Bollywood actor's tragic suicide, just to besmirch a political party that opposes Mr Modi's.",A11-P6,Negative,Negative
,,,,,,0.09692917764186859,0.14415693283081055,0.7589138746261597,sentence_text,"Away from parliament, too, the Modi government's disdain for due process grows ever more striking.",A11-P6-S0,Negative,Very negative
,,,,,,0.08849937468767166,0.16836443543434143,0.7431362271308899,sentence_text,"To a degree unprecedented even in India's murky politics, it has turned ostensibly impartial agencies of the state, such as the police, into blunt instruments of executive power.",A11-P6-S1,Negative,Very negative
,,,,,,0.7880557179450989,0.1146898865699768,0.09725438803434372,sentence_text,"And in their zeal to promote a glowing narrative, the prime minister's supporters go to bizarre lengths to mute or discredit contrary views.",A11-P6-S2,Positive,Very positive
,,,,,,0.24470090866088867,0.12706215679645538,0.6282370090484619,sentence_text,This is not just a matter of critics facing bogus lawsuits or tax demands.,A11-P6-S3,Negative,Negative
,,,,,,0.05198342353105545,0.059646181762218475,0.8883703947067261,sentence_text,"During one recent media frenzy, an army of sycophantic television anchors and online trolls screamed murder after a Bollywood actor's tragic suicide, just to besmirch a political party that opposes Mr Modi's.",A11-P6-S4,Negative,Very negative
,,,0.08758503943681717,0.13950522243976593,0.7729097008705139,,,,para_text,"Behind all the noise, what such antics reveal is an increasingly pronounced aspect of the Modi era that residents of Kashmir, in particular, are all too familiar with: hypocrisy. Consider foreign funding. Citing national security and the need for accountability, the Modi government has selectively throttled donations to groups it does not like. Over six years some 15,000 ngos have been forced to shut, the latest being the Indian office of Amnesty International, a humanrights defender. Yet with another hand, Mr Modi pulls a veil over political funding, as well as over the personal ""emergency"" fund for the prime minister that was set up during the pandemic.",A11-P7,Negative,Very negative
,,,,,,0.09162519127130508,0.16650201380252838,0.7418727874755859,sentence_text,"Behind all the noise, what such antics reveal is an increasingly pronounced aspect of the Modi era that residents of Kashmir, in particular, are all too familiar with: hypocrisy.",A11-P7-S0,Negative,Very negative
,,,,,,0.39621639251708984,0.1983228623867035,0.40546074509620667,sentence_text,Consider foreign funding.,A11-P7-S1,Negative,Negative
,,,,,,0.09260541945695877,0.06722374260425568,0.8401708602905273,sentence_text,"Citing national security and the need for accountability, the Modi government has selectively throttled donations to groups it does not like.",A11-P7-S2,Negative,Very negative
,,,,,,0.0396411195397377,0.08322081714868546,0.877138078212738,sentence_text,"Over six years some 15,000 ngos have been forced to shut, the latest being the Indian office of Amnesty International, a humanrights defender.",A11-P7-S3,Negative,Very negative
,,,,,,0.13476546108722687,0.14731533825397491,0.7179191708564758,sentence_text,"Yet with another hand, Mr Modi pulls a veil over political funding, as well as over the personal ""emergency"" fund for the prime minister that was set up during the pandemic.",A11-P7-S4,Negative,Very negative
,,,0.464205801486969,0.19502346217632294,0.34077078104019165,,,,para_text,"Whatever he is doing with all his other hands, Mr Modi is always sure to keep one free for waving at crowds. In ""liberated"" Kashmir last year, cameras caught him on a ship on Lake Dal, standing erect like an admiral of the fleet. More recently he was pictured at the opening of a road tunnel high in the Himalayas, standing aboard a jeep, again waving. But a closer view of both scenes revealed something else. There were no crowds, only security men.",A11-P8,Positive,Positive
,,,,,,0.5501611828804016,0.21659961342811584,0.23323923349380493,sentence_text,"Whatever he is doing with all his other hands, Mr Modi is always sure to keep one free for waving at crowds.",A11-P8-S0,Positive,Positive
,,,,,,0.5597071647644043,0.14252302050590515,0.29776984453201294,sentence_text,"In ""liberated"" Kashmir last year, cameras caught him on a ship on Lake Dal, standing erect like an admiral of the fleet.",A11-P8-S1,Positive,Positive
,,,,,,0.4384760558605194,0.26340368390083313,0.29812029004096985,sentence_text,"More recently he was pictured at the opening of a road tunnel high in the Himalayas, standing aboard a jeep, again waving.",A11-P8-S2,Positive,Positive
,,,,,,0.2885364592075348,0.29886820912361145,0.41259536147117615,sentence_text,But a closer view of both scenes revealed something else.,A11-P8-S3,Negative,Negative
,,,,,,0.2928244173526764,0.3594638407230377,0.3477117121219635,sentence_text,"There were no crowds, only security men.",A11-P8-S4,Neutral,Neutral
0.37220579385757446,0.19749200344085693,0.430302232503891,,,,,,,text,"Sebastian Kurz, a 30-year-old party leader, bids to remake the system 
TO UNDERSTAND Austria, visit the Karl-Marx-Hof. This vast municipal housing complex in Vienna is still riddled with bullet holes--not from fighting between Russians and Germans in 1945, but from a little-known civil war in 1934, when Austrian leftists and conservatives took up arms against each other. After the second world war, the country adopted a political system designed to prevent this from ever happening again: the Social Democrats (SPO) and the Christian Democrats (OVP) would rule together and divvy up public offices under a system known as Proporz. 
For 43 of the past 72 years the two parties have run Austria jointly, in grand coalitions. Their networks politicise everything from school boards and business groups to social clubs and unions. The result is a uniquely corporatist country. 
Today, however, that system is breaking up. Other parties--first the far-right FPO, then the Greens, then the liberal NEOS--have challenged the old duopoly. Both the SPO and the OVP have lost members. Economic stress adds to the pressure. A decade ago Austrian unemployment was a little over half that of Germany; now it is 50% higher. On May 10th Reinhold Mitterlehner, the OVP vice-chancellor, resigned and brought down the dysfunctional SPO-led grand coalition. Elections will take place on October 15th. ""What is happening in this country?"" marvelled Profil, a news magazine: ""Austria is unrecognisable, and redefining itself breathtakingly fast."" 
At the heart of the drama is Sebastian Kurz, Austria's 30-year-old foreign minister, its most popular politician and the OVP's new candidate for chancellor. In one sense, he is a product of the old-fashioned associational system, having soared through his party's ranks as head of its youth organisation. He turned the youth wing from a stagnant backwater into a dynamic network of local groups, putting on parties, pub nights, bike rides and various other opportunities for teenagers and 20-somethings to get it on with one another. In 2013 his youthful, liberal base, centred on Vienna, propelled him to the post of foreign minister. He then won over the party's right-wingers by taking a tough stance on immigration. 
Yet Mr Kurz is also determined to break Austria's old political architecture. He accepted his party's crown only after its bosses had agreed to several demands. These include the freedom to transform the OVP into a list of candidates, pick names for that list, bypass its powerful state bosses and formal interest groups (known as Bunde) and set its policies. Having soared in the polls (see chart), he is now trying to persuade prominent figures in NEOS, the Greens and civil society to join his list. Though his manifesto is a closely-guarded secret, insiders hint at liberalisations of Austria's schools, labour market and transfer payments. ""Taking money in taxes and paying it straight back in subsidies is wrong,"" Mr Kurz argues. 
Christian Kern, the SPO leader and current chancellor, is more defensive of the old model: ""It made Austria strong"", he says. He suggests that Mr Kurz is more image than substance, and doubts whether he can escape the old OVP structures. But like his rival, Mr Kern is a businesslike type who reckons Austria's paternalist model is dying. ""In the past it ran from cradle to grave: you would spend your free time in the Alpine club, at work you would be a member of an SPO or OVP trade union, from the nurseries to the emergency services everything was parcelled up. These connections have dissolved dramatically."" Mr Kern's response is what he calls Plan A, a package of liberalising economic reforms and infrastructure investments. 
Will Mr Kern or Mr Kurz succeed in remaking the system? Critics accuse the former of being a game-player whose grand plans amount to little. And they accuse the latter of merely rebranding the OVP. (Important tests include whether he omits unimpressive OVP placeholders from his list, whether he can persuade his party to support gay marriage and whether he can stand up to the teachers' Bund in support of education reform.) Of the two, Mr Kurz is the most ambitious. 
But the real barrier will probably be that of coalition formation. Messrs Kurz and Stern may agree, largely, on what is wrong with Austria, but after ten years of grand coalition their parties hate each other. Both would like to form a government with NEOS and the Greens, but the numbers look unpromising. That leaves the FPO, with which both the OVP and SPO govern at state level and with which both are willing to form a federal government in October, well aware of the diplomatic opprobrium this would attract. 
Both of Austria's prospective leaders accept that the country's political system is breaking up. The problem is that, unless polls shift, whoever wins will probably be saddled with a government too weak to allow a thorough programme of reforms. Austrian society is evolving. But whether its politics can keep up is uncertain.
Caption: Chancellor, maybe",A12,Negative,Negative
,,,0.485467791557312,0.15529415011405945,0.35923805832862854,,,,para_text,"Sebastian Kurz, a 30-year-old party leader, bids to remake the system ",A12-P0,Positive,Positive
,,,,,,0.504427969455719,0.1547439992427826,0.3408280909061432,sentence_text,"Sebastian Kurz, a 30-year-old party leader, bids to remake the system",A12-P0-S0,Positive,Positive
,,,0.38531604409217834,0.15700259804725647,0.4576813876628876,,,,para_text,"TO UNDERSTAND Austria, visit the Karl-Marx-Hof. This vast municipal housing complex in Vienna is still riddled with bullet holes--not from fighting between Russians and Germans in 1945, but from a little-known civil war in 1934, when Austrian leftists and conservatives took up arms against each other. After the second world war, the country adopted a political system designed to prevent this from ever happening again: the Social Democrats (SPO) and the Christian Democrats (OVP) would rule together and divvy up public offices under a system known as Proporz. ",A12-P1,Negative,Negative
,,,,,,0.3167208731174469,0.2569383680820465,0.4263407289981842,sentence_text,"TO UNDERSTAND Austria, visit the Karl-Marx-Hof.",A12-P1-S0,Negative,Negative
,,,,,,0.19802983105182648,0.1271776556968689,0.674792468547821,sentence_text,"This vast municipal housing complex in Vienna is still riddled with bullet holes--not from fighting between Russians and Germans in 1945, but from a little-known civil war in 1934, when Austrian leftists and conservatives took up arms against each other.",A12-P1-S1,Negative,Very negative
,,,,,,0.3999956548213959,0.08036133646965027,0.5196430087089539,sentence_text,"After the second world war, the country adopted a political system designed to prevent this from ever happening again: the Social Democrats (SPO) and the Christian Democrats (OVP) would rule together and divvy up public offices under a system known as Proporz.",A12-P1-S2,Negative,Negative
,,,0.4268004596233368,0.05005892738699913,0.5231406688690186,,,,para_text,"For 43 of the past 72 years the two parties have run Austria jointly, in grand coalitions. Their networks politicise everything from school boards and business groups to social clubs and unions. The result is a uniquely corporatist country. ",A12-P2,Negative,Negative
,,,,,,0.52605140209198,0.10561066120862961,0.3683379888534546,sentence_text,"For 43 of the past 72 years the two parties have run Austria jointly, in grand coalitions.",A12-P2-S0,Positive,Positive
,,,,,,0.16238290071487427,0.0785059779882431,0.7591111063957214,sentence_text,Their networks politicise everything from school boards and business groups to social clubs and unions.,A12-P2-S1,Negative,Very negative
,,,,,,0.4108654856681824,0.08055268973112106,0.508581817150116,sentence_text,The result is a uniquely corporatist country.,A12-P2-S2,Negative,Negative
,,,0.30460503697395325,0.2652694582939148,0.43012547492980957,,,,para_text,"Today, however, that system is breaking up. Other parties--first the far-right FPO, then the Greens, then the liberal NEOS--have challenged the old duopoly. Both the SPO and the OVP have lost members. Economic stress adds to the pressure. A decade ago Austrian unemployment was a little over half that of Germany; now it is 50% higher. On May 10th Reinhold Mitterlehner, the OVP vice-chancellor, resigned and brought down the dysfunctional SPO-led grand coalition. Elections will take place on October 15th. ""What is happening in this country?"" marvelled Profil, a news magazine: ""Austria is unrecognisable, and redefining itself breathtakingly fast."" ",A12-P3,Negative,Negative
,,,,,,0.15370923280715942,0.32347986102104187,0.5228108763694763,sentence_text,"Today, however, that system is breaking up.",A12-P3-S0,Negative,Negative
,,,,,,0.40421342849731445,0.06736532598733902,0.52842116355896,sentence_text,"Other parties--first the far-right FPO, then the Greens, then the liberal NEOS--have challenged the old duopoly.",A12-P3-S1,Negative,Negative
,,,,,,0.18123961985111237,0.11485464125871658,0.7039057016372681,sentence_text,Both the SPO and the OVP have lost members.,A12-P3-S2,Negative,Very negative
